period,b,a,delta_mass
18,21.59020434374498,2768.2893460551436,0.0
18,21.59020434374498,4000.0,0.0
18,28.89297075596287,0.0,0.0
18,28.89297075596287,0.09006460660490612,0.0
18,28.89297075596287,0.21257574666139822,0.0
18,28.89297075596287,0.3792225572535164,0.0
18,28.89297075596287,0.6059052855974003,0.0
18,28.89297075596287,0.9142523769509592,0.0
18,28.89297075596287,1.333684106226619,0.0
18,28.89297075596287,1.9042196502815902,0.0
18,28.89297075596287,2.6802954316542698,0.0
18,28.89297075596287,3.7359590528066504,0.0
18,28.89297075596287,5.171934388943833,0.0
18,28.89297075596287,7.125231940055185,0.0
18,28.89297075596287,9.782221393259215,0.0
18,28.89297075596287,13.396413685888078,0.0
18,28.89297075596287,18.312649206637353,0.0
18,28.89297075596287,25.0,0.0
18,28.89297075596287,47.15592934036566,0.0
18,28.89297075596287,79.08071848043826,0.0
18,28.89297075596287,125.08159463331742,0.0
18,28.89297075596287,191.36490186357162,0.0
18,28.89297075596287,286.87344832644783,0.0
18,28.89297075596287,424.49305164171244,0.0
18,28.89297075596287,622.7910670346317,0.0
18,28.89297075596287,908.5214569027802,0.0
18,28.89297075596287,1320.234380667721,0.0
18,28.89297075596287,1913.4773033869203,0.0
18,28.89297075596287,2768.2893460551436,0.0
18,28.89297075596287,4000.0,0.0
18,38.18269660367578,0.0,0.0
18,38.18269660367578,0.09006460660490612,0.0
18,38.18269660367578,0.21257574666139822,0.0
18,38.18269660367578,0.3792225572535164,0.0
18,38.18269660367578,0.6059052855974003,0.0
18,38.18269660367578,0.9142523769509592,0.0
18,38.18269660367578,1.333684106226619,0.0
18,38.18269660367578,1.9042196502815902,0.0
18,38.18269660367578,2.6802954316542698,0.0
18,38.18269660367578,3.7359590528066504,0.0
18,38.18269660367578,5.171934388943833,0.0
18,38.18269660367578,7.125231940055185,0.0
18,38.18269660367578,9.782221393259215,0.0
18,38.18269660367578,13.396413685888078,0.0
18,38.18269660367578,18.312649206637353,0.0
18,38.18269660367578,25.0,0.0
18,38.18269660367578,47.15592934036566,0.0
18,38.18269660367578,79.08071848043826,0.0
18,38.18269660367578,125.08159463331742,0.0
18,38.18269660367578,191.36490186357162,0.0
18,38.18269660367578,286.87344832644783,0.0
18,38.18269660367578,424.49305164171244,0.0
18,38.18269660367578,622.7910670346317,0.0
18,38.18269660367578,908.5214569027802,0.0
18,38.18269660367578,1320.234380667721,0.0
18,38.18269660367578,1913.4773033869203,0.0
18,38.18269660367578,2768.2893460551436,0.0
18,38.18269660367578,4000.0,0.0
18,50.0,0.0,0.0
18,50.0,0.09006460660490612,0.0
18,50.0,0.21257574666139822,0.0
18,50.0,0.3792225572535164,0.0
18,50.0,0.6059052855974003,0.0
18,50.0,0.9142523769509592,0.0
18,50.0,1.333684106226619,0.0
18,50.0,1.9042196502815902,0.0
18,50.0,2.6802954316542698,0.0
18,50.0,3.7359590528066504,0.0
18,50.0,5.171934388943833,0.0
18,50.0,7.125231940055185,0.0
18,50.0,9.782221393259215,0.0
18,50.0,13.396413685888078,0.0
18,50.0,18.312649206637353,0.0
18,50.0,25.0,0.0
18,50.0,47.15592934036566,0.0
18,50.0,79.08071848043826,0.0
18,50.0,125.08159463331742,0.0
18,50.0,191.36490186357162,0.0
18,50.0,286.87344832644783,0.0
18,50.0,424.49305164171244,0.0
18,50.0,622.7910670346317,0.0
18,50.0,908.5214569027802,0.0
18,50.0,1320.234380667721,0.0
18,50.0,1913.4773033869203,0.0
18,50.0,2768.2893460551436,0.0
18,50.0,4000.0,0.0
