t,innovation_x,standardized_innovation_x,innovation_pi,standardized_innovation_pi,innovation_i,standardized_innovation_i
219,-0.00684736684819469,-0.3541617890458175,0.017622588257093688,1.0671306421183009,0.02224284897286456,-0.04125145445631181
220,0.0005757158321468437,0.02977736604675783,-0.0237975611730011,-1.8597754768837376,-0.03182478201980381,0.6115716498004641
221,-0.011911885061476661,-0.6161104871127202,0.021514524771061375,1.1312661110787003,0.0342699862298774,2.2388034184293035
222,0.03706612029641273,1.9171462210508061,-0.006234079541396356,1.2954467620124885,0.009967586922509923,0.6024980724833238
223,0.02104234135358232,1.0883589888954655,-0.021898475672086495,-0.7208108672548356,-0.027111334830143045,-1.292334714399922
224,0.022081105513464608,1.1420862947951897,-0.034840545404982,-1.6971890516018835,-0.04011482776925077,0.08509322345375701
225,0.004314388252525173,0.22315022636116377,-0.0038692152023180326,-0.0985570140183121,-0.003510628833409253,0.037267400691521305
226,-0.036773649324689836,-1.9020189400264722,0.012777197028653717,-0.7623358527946437,0.009886621907232858,2.0929885175083554
227,-0.0007440615206647672,-0.03848459782584339,-0.012096954379138361,-0.9954378645716534,-0.021182980841824694,-0.8814336719209049
228,0.027693266571071306,1.4323603584813336,-0.022435229787605752,-0.4422121699474283,-0.019539615742172375,0.11395685319679648
229,-0.019070906009871016,-0.9863917533440311,0.023434724156669084,0.9378637023289627,0.03095791398506295,1.4860681346521705
230,-0.024208109259195407,-1.2520998910572017,0.005291364795740198,-0.7493080723888121,0.0015750023342011544,1.266977315813845
231,0.0156516622819727,0.8095404902668337,-0.01688691139203128,-0.5836189765733902,-0.01549021579378756,0.49433290360359966
