scenario,scenario_label,period,component,component_label,value
low_phi_y,Слабая реакция на выпуск,15,labor_income_channel,Канал трудового дохода,-0.030372815474984615
low_phi_y,Слабая реакция на выпуск,16,labor_income_channel,Канал трудового дохода,-0.028748176126261422
low_phi_y,Слабая реакция на выпуск,17,labor_income_channel,Канал трудового дохода,-0.0272425345365884
low_phi_y,Слабая реакция на выпуск,18,labor_income_channel,Канал трудового дохода,-0.025843268497554795
low_phi_y,Слабая реакция на выпуск,19,labor_income_channel,Канал трудового дохода,-0.024540202665706737
low_phi_y,Слабая реакция на выпуск,20,labor_income_channel,Канал трудового дохода,-0.02332483416603914
low_phi_y,Слабая реакция на выпуск,21,labor_income_channel,Канал трудового дохода,-0.022189846959968236
low_phi_y,Слабая реакция на выпуск,22,labor_income_channel,Канал трудового дохода,-0.0211288047940092
low_phi_y,Слабая реакция на выпуск,23,labor_income_channel,Канал трудового дохода,-0.020135954799453366
low_phi_y,Слабая реакция на выпуск,24,labor_income_channel,Канал трудового дохода,-0.019206099425727565
low_phi_y,Слабая реакция на выпуск,25,labor_income_channel,Канал трудового дохода,-0.018334510243537345
low_phi_y,Слабая реакция на выпуск,26,labor_income_channel,Канал трудового дохода,-0.017516867154778393
low_phi_y,Слабая реакция на выпуск,27,labor_income_channel,Канал трудового дохода,-0.01674921284169128
low_phi_y,Слабая реакция на выпуск,28,labor_income_channel,Канал трудового дохода,-0.01602791627930342
low_phi_y,Слабая реакция на выпуск,29,labor_income_channel,Канал трудового дохода,-0.015349641610588058
low_phi_y,Слабая реакция на выпуск,30,labor_income_channel,Канал трудового дохода,-0.01471132021199751
