output,input,response_period,shock_period,value
Y,monetary_policy_shock,8,39,-0.009023305001116345
Y,monetary_policy_shock,8,40,-0.009008115494466038
Y,monetary_policy_shock,8,41,-0.008974212866244788
Y,monetary_policy_shock,8,42,-0.008933377957856056
Y,monetary_policy_shock,8,43,-0.008895161778718274
Y,monetary_policy_shock,8,44,-0.0088673743247825
Y,monetary_policy_shock,8,45,-0.008856483041511152
Y,monetary_policy_shock,8,46,-0.008867946634856698
Y,monetary_policy_shock,8,47,-0.008906492488450535
Y,monetary_policy_shock,8,48,-0.008976317495945707
Y,monetary_policy_shock,8,49,-0.009081138253535027
Y,monetary_policy_shock,8,50,-0.009223904138310236
Y,monetary_policy_shock,8,51,-0.00940575209128324
Y,monetary_policy_shock,8,52,-0.009623293019609513
Y,monetary_policy_shock,8,53,-0.009862317844715527
Y,monetary_policy_shock,8,54,-0.010083975662537192
Y,monetary_policy_shock,8,55,-0.01019538883064891
Y,monetary_policy_shock,8,56,-0.009988523130546925
Y,monetary_policy_shock,8,57,-0.00901501813716562
Y,monetary_policy_shock,8,58,-0.00633300514059793
Y,monetary_policy_shock,8,59,-0.0
Y,monetary_policy_shock,9,0,0.12321450368940426
Y,monetary_policy_shock,9,1,0.12813229821686298
Y,monetary_policy_shock,9,2,0.129896626446657
Y,monetary_policy_shock,9,3,0.12530087089464056
Y,monetary_policy_shock,9,4,0.11084930473834441
Y,monetary_policy_shock,9,5,0.07935306353414384
Y,monetary_policy_shock,9,6,0.01443456809136873
Y,monetary_policy_shock,9,7,-0.11973779273966839
Y,monetary_policy_shock,9,8,-0.398574735589265
Y,monetary_policy_shock,9,9,-0.8907040984268964
Y,monetary_policy_shock,9,10,-0.48911512088082665
Y,monetary_policy_shock,9,11,-0.19581831911389705
Y,monetary_policy_shock,9,12,0.0014694396306253557
Y,monetary_policy_shock,9,13,0.1216952092729141
Y,monetary_policy_shock,9,14,0.18459809849274803
Y,monetary_policy_shock,9,15,0.20773833252617765
Y,monetary_policy_shock,9,16,0.20532400441754922
Y,monetary_policy_shock,9,17,0.18805842619208124
Y,monetary_policy_shock,9,18,0.16350923633545003
Y,monetary_policy_shock,9,19,0.13668904989428063
Y,monetary_policy_shock,9,20,0.1106679238980027
Y,monetary_policy_shock,9,21,0.08712479114149636
Y,monetary_policy_shock,9,22,0.06679957210495631
Y,monetary_policy_shock,9,23,0.0498393934360076
Y,monetary_policy_shock,9,24,0.03604881888984477
Y,monetary_policy_shock,9,25,0.025060913974683217
Y,monetary_policy_shock,9,26,0.016447310187537135
Y,monetary_policy_shock,9,27,0.009783861688004514
Y,monetary_policy_shock,9,28,0.004685662863775644
Y,monetary_policy_shock,9,29,0.0008220969538622814
Y,monetary_policy_shock,9,30,-0.0020802690858169105
Y,monetary_policy_shock,9,31,-0.004241512610082383
Y,monetary_policy_shock,9,32,-0.005835333527024861
Y,monetary_policy_shock,9,33,-0.006996978246267221
Y,monetary_policy_shock,9,34,-0.007830861495703367
Y,monetary_policy_shock,9,35,-0.008417272032718186
Y,monetary_policy_shock,9,36,-0.00881794345072503
Y,monetary_policy_shock,9,37,-0.009080498616119159
Y,monetary_policy_shock,9,38,-0.009241891850731947
Y,monetary_policy_shock,9,39,-0.009331018067024322
Y,monetary_policy_shock,9,40,-0.009370662773064035
Y,monetary_policy_shock,9,41,-0.009378949543094733
Y,monetary_policy_shock,9,42,-0.009370416735334995
Y,monetary_policy_shock,9,43,-0.00935682765680387
Y,monetary_policy_shock,9,44,-0.009347793915703222
Y,monetary_policy_shock,9,45,-0.009351269618120968
Y,monetary_policy_shock,9,46,-0.009373954637948144
Y,monetary_policy_shock,9,47,-0.009421622855062152
Y,monetary_policy_shock,9,48,-0.009499359798583643
Y,monetary_policy_shock,9,49,-0.009611634951288459
Y,monetary_policy_shock,9,50,-0.009762014755153155
Y,monetary_policy_shock,9,51,-0.009952073553413834
Y,monetary_policy_shock,9,52,-0.010178544855481387
Y,monetary_policy_shock,9,53,-0.01042669800353397
Y,monetary_policy_shock,9,54,-0.010655781908614756
Y,monetary_policy_shock,9,55,-0.010768068822957066
Y,monetary_policy_shock,9,56,-0.010544449148477233
Y,monetary_policy_shock,9,57,-0.009512549835271082
Y,monetary_policy_shock,9,58,-0.0066799741594742315
Y,monetary_policy_shock,9,59,0.0
Y,monetary_policy_shock,10,0,0.12096695796568034
Y,monetary_policy_shock,10,1,0.12567332985463775
Y,monetary_policy_shock,10,2,0.12777020736531164
Y,monetary_policy_shock,10,3,0.12515532709858465
Y,monetary_policy_shock,10,4,0.11647659454786724
Y,monetary_policy_shock,10,5,0.09902598682335573
Y,monetary_policy_shock,10,6,0.06579602063709762
Y,monetary_policy_shock,10,7,0.0002818166287528714
Y,monetary_policy_shock,10,8,-0.13360195210689738
Y,monetary_policy_shock,10,9,-0.41154248391554404
Y,monetary_policy_shock,10,10,-0.9024143413456418
Y,monetary_policy_shock,10,11,-0.49940261707699324
Y,monetary_policy_shock,10,12,-0.2046595857211157
Y,monetary_policy_shock,10,13,-0.005995624362966196
Y,monetary_policy_shock,10,14,0.11548158107308552
Y,monetary_policy_shock,10,15,0.17948516547261728
Y,monetary_policy_shock,10,16,0.20356919896834874
Y,monetary_policy_shock,10,17,0.2019481856517266
Y,monetary_policy_shock,10,18,0.18533895319704574
Y,monetary_policy_shock,10,19,0.1613259080281451
Y,monetary_policy_shock,10,20,0.13493914685625236
Y,monetary_policy_shock,10,21,0.10926538294949112
Y,monetary_policy_shock,10,22,0.08599855606393099
Y,monetary_policy_shock,10,23,0.06589160238258492
Y,monetary_policy_shock,10,24,0.04910263392476414
Y,monetary_policy_shock,10,25,0.0354453039418904
Y,monetary_policy_shock,10,26,0.024560091147002295
Y,monetary_policy_shock,10,27,0.016024611887796917
Y,monetary_policy_shock,10,28,0.009419519371153377
Y,monetary_policy_shock,10,29,0.00436374054817946
Y,monetary_policy_shock,10,30,0.0005297133315361405
Y,monetary_policy_shock,10,31,-0.0023535618721031407
Y,monetary_policy_shock,10,32,-0.004504223199715562
Y,monetary_policy_shock,10,33,-0.006094424395799217
Y,monetary_policy_shock,10,34,-0.007258179089437716
Y,monetary_policy_shock,10,35,-0.00809892033562689
Y,monetary_policy_shock,10,36,-0.008696157869825258
Y,monetary_policy_shock,10,37,-0.009111011336165155
Y,monetary_policy_shock,10,38,-0.009390625755040478
Y,monetary_policy_shock,10,39,-0.009571591664855038
Y,monetary_policy_shock,10,40,-0.009682538008160024
Y,monetary_policy_shock,10,41,-0.00974607098907311
Y,monetary_policy_shock,10,42,-0.00978021515943954
Y,monetary_policy_shock,10,43,-0.009799488370270448
Y,monetary_policy_shock,10,44,-0.009815714505208918
Y,monetary_policy_shock,10,45,-0.009838652534835695
Y,monetary_policy_shock,10,46,-0.009876495733788607
Y,monetary_policy_shock,10,47,-0.009936268992576075
Y,monetary_policy_shock,10,48,-0.010024115110860614
Y,monetary_policy_shock,10,49,-0.010145397255684783
Y,monetary_policy_shock,10,50,-0.010304417023673648
Y,monetary_policy_shock,10,51,-0.010503285263811661
Y,monetary_policy_shock,10,52,-0.010738940173115386
Y,monetary_policy_shock,10,53,-0.010996196181070582
Y,monetary_policy_shock,10,54,-0.011232452671658216
Y,monetary_policy_shock,10,55,-0.01134516438796959
Y,monetary_policy_shock,10,56,-0.01110415380866293
Y,monetary_policy_shock,10,57,-0.010013002978959898
Y,monetary_policy_shock,10,58,-0.0070286839583993755
Y,monetary_policy_shock,10,59,-0.0
Y,monetary_policy_shock,11,0,0.11748318584877866
Y,monetary_policy_shock,11,1,0.12190462220230074
Y,monetary_policy_shock,11,2,0.12392766192823661
Y,monetary_policy_shock,11,3,0.12195279334432474
Y,monetary_policy_shock,11,4,0.11559198179821485
Y,monetary_policy_shock,11,5,0.10421163311555862
Y,monetary_policy_shock,11,6,0.08525865906349604
Y,monetary_policy_shock,11,7,0.051595578067586856
Y,monetary_policy_shock,11,8,-0.013527319177719658
Y,monetary_policy_shock,11,9,-0.14645870181359008
Y,monetary_policy_shock,11,10,-0.4231191658379836
Y,monetary_policy_shock,11,11,-0.9125675837279567
Y,monetary_policy_shock,11,12,-0.5081217538440062
Y,monetary_policy_shock,11,13,-0.21202090254487285
Y,monetary_policy_shock,11,14,-0.012125747512865537
Y,monetary_policy_shock,11,15,0.11043274864855111
Y,monetary_policy_shock,11,16,0.17536301617501854
Y,monetary_policy_shock,11,17,0.2002261348951074
Y,monetary_policy_shock,11,18,0.19925018443524103
Y,monetary_policy_shock,11,19,0.18316851291824257
Y,monetary_policy_shock,11,20,0.15958261391572193
Y,monetary_policy_shock,11,21,0.13353880254590658
Y,monetary_policy_shock,11,22,0.10813837940889634
Y,monetary_policy_shock,11,23,0.0850879304815769
Y,monetary_policy_shock,11,24,0.06515107047748346
Y,monetary_policy_shock,11,25,0.048494757347923856
Y,monetary_policy_shock,11,26,0.0349398714122408
Y,monetary_policy_shock,11,27,0.0241327387688988
Y,monetary_policy_shock,11,28,0.015655676584446148
Y,monetary_policy_shock,11,29,0.009093102785196835
Y,monetary_policy_shock,11,30,0.0040669538781470845
Y,monetary_policy_shock,11,31,0.0002520725721802981
Y,monetary_policy_shock,11,32,-0.002620618604962726
Y,monetary_policy_shock,11,33,-0.004767720874102531
Y,monetary_policy_shock,11,34,-0.00636015931618177
Y,monetary_policy_shock,11,35,-0.007530966814965269
Y,monetary_policy_shock,11,36,-0.008382796496773568
Y,monetary_policy_shock,11,37,-0.008994542338862937
Y,monetary_policy_shock,11,38,-0.009426844069939738
Y,monetary_policy_shock,11,39,-0.00972648105362287
Y,monetary_policy_shock,11,40,-0.009929776535998911
Y,monetary_policy_shock,11,41,-0.010065179704256752
Y,monetary_policy_shock,11,42,-0.010155198499070232
Y,monetary_policy_shock,11,43,-0.01021783933407166
Y,monetary_policy_shock,11,44,-0.010267685092896238
Y,monetary_policy_shock,11,45,-0.010316714080142871
Y,monetary_policy_shock,11,46,-0.010374934474986974
Y,monetary_policy_shock,11,47,-0.010450877340461328
Y,monetary_policy_shock,11,48,-0.010551949908167086
Y,monetary_policy_shock,11,49,-0.010684580022900923
Y,monetary_policy_shock,11,50,-0.01085394708585144
Y,monetary_policy_shock,11,51,-0.011062817200703947
Y,monetary_policy_shock,11,52,-0.011308430110550398
Y,monetary_policy_shock,11,53,-0.011575218371089924
Y,monetary_policy_shock,11,54,-0.01181877418445427
Y,monetary_policy_shock,11,55,-0.011931727943773203
Y,monetary_policy_shock,11,56,-0.011672739044969216
Y,monetary_policy_shock,11,57,-0.010521078398713789
Y,monetary_policy_shock,11,58,-0.00738248227254377
Y,monetary_policy_shock,11,59,-0.0
Y,monetary_policy_shock,12,0,0.11357374648217841
Y,monetary_policy_shock,12,1,0.11775285992501162
Y,monetary_policy_shock,12,2,0.11961949735961179
Y,monetary_policy_shock,12,3,0.11779373187776374
Y,monetary_policy_shock,12,4,0.1122952690840319
Y,monetary_policy_shock,12,5,0.10341176167355154
Y,monetary_policy_shock,12,6,0.09065194235742101
Y,monetary_policy_shock,12,7,0.07133595758241842
Y,monetary_policy_shock,12,8,0.03809165597407834
Y,monetary_policy_shock,12,9,-0.026082085310664922
Y,monetary_policy_shock,12,10,-0.1577563257043653
Y,monetary_policy_shock,12,11,-0.43302703963457906
Y,monetary_policy_shock,12,12,-0.9210792150747659
Y,monetary_policy_shock,12,13,-0.5153131557056527
Y,monetary_policy_shock,12,14,-0.21801573090232804
Y,monetary_policy_shock,12,15,-0.017069548292356233
Y,monetary_policy_shock,12,16,0.10639020126648549
Y,monetary_policy_shock,12,17,0.172078852342462
Y,monetary_policy_shock,12,18,0.19757062230768585
Y,monetary_policy_shock,12,19,0.19710951692392722
Y,monetary_policy_shock,12,20,0.1814453370364722
Y,monetary_policy_shock,12,21,0.15819519031160187
Y,monetary_policy_shock,12,22,0.13241944223879085
Y,monetary_policy_shock,12,23,0.10723158507376672
Y,monetary_policy_shock,12,24,0.08434851232556244
Y,monetary_policy_shock,12,25,0.06454239053884733
Y,monetary_policy_shock,12,26,0.04798717713891961
Y,monetary_policy_shock,12,27,0.03450942726521912
Y,monetary_policy_shock,12,28,0.02376003927965174
Y,monetary_policy_shock,12,29,0.015325000761028853
Y,monetary_policy_shock,12,30,0.008791670938085357
Y,monetary_policy_shock,12,31,0.003784342302264047
Y,monetary_policy_shock,12,32,-2.0254859455362947e-05
Y,monetary_policy_shock,12,33,-0.0028896853259682636
Y,monetary_policy_shock,12,34,-0.005039338512536056
Y,monetary_policy_shock,12,35,-0.0066391704276203235
Y,monetary_policy_shock,12,36,-0.007821442107193625
Y,monetary_policy_shock,12,37,-0.008688196572489133
Y,monetary_policy_shock,12,38,-0.009317851972481197
Y,monetary_policy_shock,12,39,-0.009770685560598987
Y,monetary_policy_shock,12,40,-0.010093212223690643
Y,monetary_policy_shock,12,41,-0.010321578386946856
Y,monetary_policy_shock,12,42,-0.010484138512642084
Y,monetary_policy_shock,12,43,-0.010603387073721385
Y,monetary_policy_shock,12,44,-0.010697401908814536
Y,monetary_policy_shock,12,45,-0.010780929051527333
Y,monetary_policy_shock,12,46,-0.010866207543989707
Y,monetary_policy_shock,12,47,-0.010963597494607558
Y,monetary_policy_shock,12,48,-0.011082026993138304
Y,monetary_policy_shock,12,49,-0.011229196792298921
Y,monetary_policy_shock,12,50,-0.011411335632612384
Y,monetary_policy_shock,12,51,-0.011632006668357604
Y,monetary_policy_shock,12,52,-0.01188886566073958
Y,monetary_policy_shock,12,53,-0.012166047968482465
Y,monetary_policy_shock,12,54,-0.012417381982601058
Y,monetary_policy_shock,12,55,-0.012530648912339093
Y,monetary_policy_shock,12,56,-0.012253192384200001
Y,monetary_policy_shock,12,57,-0.011039569001060548
Y,monetary_policy_shock,12,58,-0.0077433751384182415
Y,monetary_policy_shock,12,59,0.0
Y,monetary_policy_shock,13,0,0.10963411839021428
Y,monetary_policy_shock,13,1,0.11363932627241553
Y,monetary_policy_shock,13,2,0.11537928123240104
Y,monetary_policy_shock,13,3,0.11356422033570662
Y,monetary_policy_shock,13,4,0.10836661939248174
Y,monetary_policy_shock,13,5,0.10045467955216067
Y,monetary_policy_shock,13,6,0.09025333374317225
Y,monetary_policy_shock,13,7,0.0771504762221062
Y,monetary_policy_shock,13,8,0.05824172846821605
Y,monetary_policy_shock,13,9,0.025914117595965132
Y,monetary_policy_shock,13,10,-0.037046679336529
Y,monetary_policy_shock,13,11,-0.1673799965486132
Y,monetary_policy_shock,13,12,-0.4413029419670215
Y,monetary_policy_shock,13,13,-0.9280798661621262
Y,monetary_policy_shock,13,14,-0.5211570142432703
Y,monetary_policy_shock,13,15,-0.22284248403321064
Y,monetary_policy_shock,13,16,-0.02102314138703318
Y,monetary_policy_shock,13,17,0.10317228167742222
Y,monetary_policy_shock,13,18,0.1694715990479748
Y,monetary_policy_shock,13,19,0.19546422216278198
Y,monetary_policy_shock,13,20,0.19540989146416157
Y,monetary_policy_shock,13,21,0.1800733677774677
Y,monetary_policy_shock,13,22,0.15708524233932958
Y,monetary_policy_shock,13,23,0.13151759889812153
Y,monetary_policy_shock,13,24,0.10649385297338328
Y,monetary_policy_shock,13,25,0.08373914502839452
Y,monetary_policy_shock,13,26,0.06403240366349836
Y,monetary_policy_shock,13,27,0.047553079057191826
Y,monetary_policy_shock,13,28,0.03413216074835002
Y,monetary_policy_shock,13,29,0.02342411419215462
Y,monetary_policy_shock,13,30,0.015017791480521734
Y,monetary_policy_shock,13,31,0.008502851125042107
Y,monetary_policy_shock,13,32,0.0035054315308241037
Y,monetary_policy_shock,13,33,-0.0002962548333206437
Y,monetary_policy_shock,13,34,-0.0031685832439659833
Y,monetary_policy_shock,13,35,-0.005325990350025647
Y,monetary_policy_shock,13,36,-0.006937672275574489
Y,monetary_policy_shock,13,37,-0.008135288815231984
Y,monetary_policy_shock,13,38,-0.00902041387495574
Y,monetary_policy_shock,13,39,-0.009671108439403888
Y,monetary_policy_shock,13,40,-0.010147389818818832
Y,monetary_policy_shock,13,41,-0.010495600399597458
Y,monetary_policy_shock,13,42,-0.010751796547042202
Y,monetary_policy_shock,13,43,-0.010944324859331733
Y,monetary_policy_shock,13,44,-0.01109575842674488
Y,monetary_policy_shock,13,45,-0.011224347687761928
Y,monetary_policy_shock,13,46,-0.011345111629169933
Y,monetary_policy_shock,13,47,-0.01147065604087854
Y,monetary_policy_shock,13,48,-0.011611753389701112
Y,monetary_policy_shock,13,49,-0.011777634240027146
Y,monetary_policy_shock,13,50,-0.011975784811556136
Y,monetary_policy_shock,13,51,-0.012210735204071815
Y,monetary_policy_shock,13,52,-0.012480693566945074
Y,monetary_policy_shock,13,53,-0.012769598441531747
Y,monetary_policy_shock,13,54,-0.013029565970840942
Y,monetary_policy_shock,13,55,-0.013143497886061723
Y,monetary_policy_shock,13,56,-0.012847238908037784
Y,monetary_policy_shock,13,57,-0.011570146513529252
Y,monetary_policy_shock,13,58,-0.008112589344992087
Y,monetary_policy_shock,13,59,-0.0
Y,monetary_policy_shock,14,0,0.1058454874658733
Y,monetary_policy_shock,14,1,0.10973848127158868
Y,monetary_policy_shock,14,2,0.11140740863329453
Y,monetary_policy_shock,14,3,0.10959607776612071
Y,monetary_policy_shock,14,4,0.1045178284972656
Y,monetary_policy_shock,14,5,0.09697558868139053
Y,monetary_policy_shock,14,6,0.08777376749430388
Y,monetary_policy_shock,14,7,0.07722337586546855
Y,monetary_policy_shock,14,8,0.06449736518920904
Y,monetary_policy_shock,14,9,0.04645989946697564
Y,monetary_policy_shock,14,10,0.015292614186159577
Y,monetary_policy_shock,14,11,-0.04638125491721077
Y,monetary_policy_shock,14,12,-0.17541823967560513
Y,monetary_policy_shock,14,13,-0.4481124655689432
Y,monetary_policy_shock,14,14,-0.9337730935673263
Y,monetary_policy_shock,14,15,-0.5258673197373326
Y,monetary_policy_shock,14,16,-0.22670777211024745
Y,monetary_policy_shock,14,17,-0.02417544381688713
Y,monetary_policy_shock,14,18,0.10061268164023729
Y,monetary_policy_shock,14,19,0.16739885021533216
Y,monetary_policy_shock,14,20,0.19378748455412123
Y,monetary_policy_shock,14,21,0.19405263783488672
Y,monetary_policy_shock,14,22,0.17897199917030943
Y,monetary_policy_shock,14,23,0.15618741642781456
Y,monetary_policy_shock,14,24,0.13078052217222036
Y,monetary_policy_shock,14,25,0.10588268106197377
Y,monetary_policy_shock,14,26,0.08322556249049597
Y,monetary_policy_shock,14,27,0.0635934076651288
Y,monetary_policy_shock,14,28,0.047169963399105994
Y,monetary_policy_shock,14,29,0.03378968184047255
Y,monetary_policy_shock,14,30,0.02310981422624636
Y,monetary_policy_shock,14,31,0.014721452898082585
Y,monetary_policy_shock,14,32,0.008216058179873144
Y,monetary_policy_shock,14,33,0.0032212177964457047
Y,monetary_policy_shock,14,34,-0.0005836907318319528
Y,monetary_policy_shock,14,35,-0.0034641081062461985
Y,monetary_policy_shock,14,36,-0.005633724657970505
Y,monetary_policy_shock,14,37,-0.0072611454629800025
Y,monetary_policy_shock,14,38,-0.008477568993705597
Y,monetary_policy_shock,14,39,-0.009384218166695737
Y,monetary_policy_shock,14,40,-0.010058899242066639
Y,monetary_policy_shock,14,41,-0.010561461894276302
Y,monetary_policy_shock,14,42,-0.010938163555814171
Y,monetary_policy_shock,14,43,-0.011225058705691139
Y,monetary_policy_shock,14,44,-0.011450580094400148
Y,monetary_policy_shock,14,45,-0.01163748320592058
Y,monetary_policy_shock,14,46,-0.011804304019198774
Y,monetary_policy_shock,14,47,-0.011966443494213594
Y,monetary_policy_shock,14,48,-0.01213693551116339
Y,monetary_policy_shock,14,49,-0.012326864195924426
Y,monetary_policy_shock,14,50,-0.012545229771771109
Y,monetary_policy_shock,14,51,-0.01279773537682141
Y,monetary_policy_shock,14,52,-0.01308330534629253
Y,monetary_policy_shock,14,53,-0.01338580245796069
Y,monetary_policy_shock,14,54,-0.013655695524943005
Y,monetary_policy_shock,14,55,-0.013770980095500984
Y,monetary_policy_shock,14,56,-0.013455804299297745
Y,monetary_policy_shock,14,57,-0.01211379326608162
